obsolete superficial feature part of cerebral peduncle	UBERON:0026106
obsolete superficial feature part of diencephalon	UBERON:0022822
obsolete superficial feature part of frontal lobe	UBERON:0024439
obsolete superficial feature part of intermediate hypothalamic region	UBERON:0022761
obsolete superficial feature part of medulla oblongata	UBERON:0022997
obsolete superficial feature part of midbrain tectum	UBERON:0022732
obsolete superficial feature part of parietal cortex	UBERON:0025116
obsolete superficial feature part of pons	UBERON:0022740
obsolete superficial feature part of posterior hypothalamic region	UBERON:0023013
obsolete superficial feature part of telencephalon	UBERON:0023695
obsolete superficial feature part of temporal lobe	UBERON:0024653
obsolete superior reticular formation	UBERON:0010268
obsolete supracommissural nucleus of V	UBERON:2000689
obsolete supracoracoid nerve foramen	UBERON:0018363
obsolete supraoccipital	UBERON:3000588
obsolete supraoptic commissure	UBERON:2000690
obsolete synapse	UBERON:0001025
obsolete synapse	UBERON:0035344
obsolete t-interneuron	UBERON:2005182
obsolete telencephalon lateral ventricle	UBERON:0005683
obsolete telencephalon of primate	UBERON:0023935
obsolete telencephalon of rodent	UBERON:0023938
zonal layer of superior colliculus	UBERON:0006780
wider thalamus	UBERON:0001897
white substance	UBERON:0002316
white substance of brain	UBERON:0003544
white substance of medulla	UBERON:0014649
white substance of pontile tegmentum	UBERON:0019293
white substance of spinal cord	UBERON:0002318
white matter	UBERON:0002316
white matter commissure	UBERON:0001020
white matter lamina of cerebellum	UBERON:0014540
white matter lamina of cerebral hemisphere	UBERON:0014532
white matter lamina of diencephalon	UBERON:0014531
white matter lamina of neuraxis	UBERON:0014530
white matter layer of neuraxis	UBERON:0016549
white matter layer of superior colliculus	UBERON:0006786
white matter of brain	UBERON:0003544
white matter of cerebellum	UBERON:0002317
white matter of cerebral lobe	UBERON:0016527
white matter of diencephalon	UBERON:0003931
white matter of forebrain	UBERON:0019261
white matter of frontal lobe	UBERON:0016528
white matter of hindbrain	UBERON:0019258
white matter of limbic lobe	UBERON:0016536
white matter of medulla	UBERON:0014649
white matter of medulla oblongata	UBERON:0014649
white matter of metencephalon	UBERON:0019291
white matter of midbrain	UBERON:0016554
white matter of myelencephalon	UBERON:0019262
white matter of neuraxis	UBERON:0002316
white matter of neuraxis of brain	UBERON:0003544
white matter of neuraxis of spinal cord	UBERON:0002318
white matter of occipital lobe	UBERON:0016535
white matter of parietal lobe	UBERON:0016531
white matter of pons	UBERON:0019292
white matter of pontile tegmentum	UBERON:0019293
white matter of pontine tegmentum	UBERON:0019293
white matter of spinal cord	UBERON:0002318
white matter of superior colliculus	UBERON:0006786
white matter of telencephalon	UBERON:0011299
white matter of temporal lobe	UBERON:0016534
white matter of the cerebellar cortex	UBERON:0024045
white matter radiation	UBERON:0022259
white matter structure of cerebral hemisphere	UBERON:0002437
white lamina of cerebellum	UBERON:0014540
white laminae of cerebellum	UBERON:0014540
white commissure of spinal cord	UBERON:0007838
visual area II	UBERON:0006473
visual association cortex	UBERON:0034750
visual cortex	UBERON:0000411
visual organ system	UBERON:0002104
visual processing part of nervous system	UBERON:0006794
visual system	UBERON:0002104
viscerocranial mucosa	UBERON:0034885
viscerocranium	UBERON:0008895
visceromotor column	UBERON:2000611
viscerosensory commissural nucleus of Cajal	UBERON:2000710
visceral nerve	UBERON:0034728
visceral nerve plexus	UBERON:0001816
visceral nervous system	UBERON:0002410
visceral nervous system ganglion	UBERON:0001805
vestibulocochlear VIII ganglion	UBERON:0002827
vestibulocochlear VIII ganglion cochlear component	UBERON:0000395
vestibulocochlear VIII ganglion complex	UBERON:0013498
vestibulocochlear VIII ganglion vestibular component	UBERON:0002824
vestibulocochlear VIII nerve	UBERON:0001648
vestibulocochlear VIII nerve cochlear component	UBERON:0004727
vestibulocochlear VIII nerve vestibular component	UBERON:0003723
vestibulocochlear ganglion	UBERON:0002827
vestibulocochlear ganglion complex	UBERON:0013498
vestibulocochlear nerve	UBERON:0001648
vestibulocochlear nerve fibers	UBERON:0002731
vestibulocochlear nerve root	UBERON:0002731
vestibulocochlear nerve roots	UBERON:0002731
vestibulocochlear nerve tract	UBERON:0002731
vestibulocochlear nerve tree	UBERON:0001648
vestibulo-auditory system	UBERON:0002105
vestibulo-cochlear VIII ganglion complex	UBERON:0013498
vestibulo-spinal tract	UBERON:0002768
vestibuloauditory system	UBERON:0002105
vestibulocerebellar fibers	UBERON:0002552
vestibulocerebellar tract	UBERON:0002552
vestibulocerebellum	UBERON:0014642
vestibular part of vestibulocochlear ganglion	UBERON:0002824
vestibular root of acoustic nerve	UBERON:0003723
vestibular root of eighth cranial nerve	UBERON:0003723
vestibular nuclear complex	UBERON:0002673
vestibular nuclear complex segment	UBERON:0002584
vestibular nuclei	UBERON:0002673
vestibular nuclei in medulla oblongata	UBERON:0002673
vestibular nucleus	UBERON:0007228
vestibular nucleus of acoustic nerve	UBERON:0007228
vestibular nucleus of eighth cranial nerve	UBERON:0007228
vestibular VIII nucleus	UBERON:0007228
vestibular fissure of the cochlear canal	UBERON:0014628
vestibular ganglion	UBERON:0002824
vestibular ganglion inferior part	UBERON:0002826
vestibular ganglion superior part	UBERON:0002825
vermic lobule I	UBERON:0004074
vermic lobule II	UBERON:0004075
vermic lobule III	UBERON:0004076
vermic lobule IV	UBERON:0004077
vermic lobule IX	UBERON:0004078
vermic lobule V	UBERON:0004079
vermic lobule VII	UBERON:0004081
vermic lobule VIIA	UBERON:0005345
vermic lobule VIII	UBERON:0004082
vermic lobule VIIb	UBERON:0005346
vermic lobule X	UBERON:0004083
vermic lobule vi	UBERON:0004080
ventrolateral fissure of medulla	UBERON:0008335
ventrolateral nucleus	UBERON:2000609
ventrolateral nucleus of solitary tract	UBERON:0019312
ventrolateral subnucleus of solitary tract	UBERON:0019312
ventrolateral subnucleus of solitary tract, left	UBERON:0019312
ventrolateral sulcus	UBERON:0008335
ventrolateral sulcus of medulla	UBERON:0008335
ventrolateral sulcus of medulla oblongata	UBERON:0008335
ventrolateral thalamic nucleus	UBERON:0001925
ventromedial hypothalamic nucleus	UBERON:0001935
ventromedial nucleus of hypothalamus	UBERON:0001935
ventromedial thalamic nucleus	UBERON:2000459
ventroposteromedial nucleus of the thalamus	UBERON:0002945
ventroposteromedial nucleus of the thalamus, parvicellular part	UBERON:0003018
ventrocaudal thalamic peduncle	UBERON:0022243
ventroanterior nucleus of the thalamus	UBERON:0002637
ventroanterior thalamic nucleus	UBERON:0002637
ventroanterior thalamic nucleus, magnocellular part	UBERON:0002935
tract of Burdach	UBERON:0005835
tract of brain	UBERON:0007702
tract of diencephalon	UBERON:0011591
tract of lissauer	UBERON:0002649
tract of neuraxis	UBERON:0001018
tract of spinal cord	UBERON:0007699
tract of the postoptic commissure	UBERON:2001366
anterior lobe of cerebellum	UBERON:0002131
anterior lobe of the cerebellum	UBERON:0002131
anterior quadrangular lobule of cerebellum	UBERON:0003015
anterior quadrangular lobule of cerebellum [H IV et V]	UBERON:0003015
anterior vermis of cerebellum	UBERON:0003941
archicerebellum	UBERON:0014642
central lobule of cerebellum	UBERON:0003021
central lobule of cerebellum [II and III]	UBERON:0003021
commissure of cerebellum	UBERON:0006847
corpus cerebellum	UBERON:2000188
declive of cerebellum	UBERON:0004080
declive of vermis of cerebellum	UBERON:0004080
dorsolateral fissure of cerebellum	UBERON:0002818
first crus of ansiform lobule of cerebellum [hVIIa]	UBERON:0005976
flocculonodular lobe of cerebellum	UBERON:0003012
flocculus of cerebellum	UBERON:0001063
folium of cerebellum	UBERON:0004081
folium of vermis of cerebellum	UBERON:0004081
gross anatomical parts of the cerebellum	UBERON:0023836
hemisphere of anterior lobe of cerebellum	UBERON:0014647
hemisphere of cerebellum	UBERON:0002245
hemisphere of cerebellum [H II - H X]	UBERON:0002245
horizontal fissure of cerebellum	UBERON:0002815
inferior semilunar lobule of cerebellum	UBERON:0005977
intercrural fissure of cerebellum	UBERON:0002815
intermediate part of spinocerebellum	UBERON:0004006
interposed nucleus of cerebellum	UBERON:0004073
interposed nucleus of the cerebellum	UBERON:0004073
intraculminate fissure of cerebellum	UBERON:0035922
intrinsic nuclei of cerebellum	UBERON:0002130
lateral nucleus of cerebellum	UBERON:0002132
layer of cerebellum	UBERON:0004130
left hemisphere of cerebellum	UBERON:0014889
lingula of anterior cerebellum vermis	UBERON:0004074
lingula of cerebellum	UBERON:0004074
lobe of cerebellum	UBERON:0005293
lobule I of cerebellum vermis	UBERON:0004074
lobule II of cerebellum vermis	UBERON:0004075
lobule III of cerebellum vermis	UBERON:0004076
lobule IV of cerebellum vermis	UBERON:0004077
lobule IX of cerebellum vermis	UBERON:0004078
lobule V of cerebellum vermis	UBERON:0004079
lobule VI of cerebellum vermis	UBERON:0004080
lobule VII of cerebellum vermis	UBERON:0004081
lobule VIII of cerebellum vermis	UBERON:0004082
lobule X of cerebellum vermis	UBERON:0004083
lobule of hemisphere of cerebellum	UBERON:0004003
lunogracile fissure of cerebellum	UBERON:0014468
marginal zone of cerebellum	UBERON:0034708
middle lobe-1 of cerebellum	UBERON:0004002
nodulus of cerebellum	UBERON:0004083
nodulus of vermis of cerebellum	UBERON:0004083
obsolete cytoarchitectural part of the cerebellum	UBERON:0023827
obsolete nodulus of cerebellum	UBERON:0002311
paleocerebellum	UBERON:0014643
parafloccular lobule of cerebellum	UBERON:0005351
paraflocculus of cerebellum	UBERON:0005351
paravermis of cerebellum	UBERON:0027285
paravermis of the anterior lobe of the cerebellum	UBERON:0027310
paravermis of the posterior lobe of the cerebellum	UBERON:0027309
pontocerebellum	UBERON:0014644
post-central fissure of cerebellum	UBERON:0014474
post-lingual fissure of cerebellum	UBERON:0014473
post-pyramidal fissure of cerebellum	UBERON:0002817
postcentral fissure of cerebellum	UBERON:0014474
posterior cerebellum vermis	UBERON:0004009
posterior crescentic lobule of cerebellum	UBERON:0005350
posterior lobe of cerebellum	UBERON:0004002
posterior lobe of the cerebellum	UBERON:0004002
posterior lobe-1 of cerebellum	UBERON:0004002
posterior lobe-2 of cerebellum	UBERON:0003012
posterior superior fissure of cerebellum	UBERON:0002814
posterolateral fissure of cerebellum	UBERON:0002818
prebiventral fissure of cerebellum	UBERON:0002816
precentral fissure of cerebellum	UBERON:0014473
preculminate fissure of cerebellum	UBERON:0035926
prepyramidal fissure of cerebellum	UBERON:0002816
presumptive cerebellum	UBERON:0009841
primary fissure of cerebellum	UBERON:0014471
primary sulcus of cerebellum	UBERON:0014471
pyramis of vermis of cerebellum	UBERON:0004082
pyramus of cerebellum	UBERON:0004082
pyramus of vermis of cerebellum	UBERON:0004082
regional part of a lobe of the cerebellum	UBERON:0022569
regional part of cerebellum	UBERON:0002946
right hemisphere of cerebellum	UBERON:0014890
second crus of ansiform lobule of cerebellum [hVIIa]	UBERON:0005977
secondary fissure of cerebellum	UBERON:0002817
segment of cerebellum	UBERON:0002946
semilunar lobules of cerebellum	UBERON:0005348
simple lobule of cerebellum	UBERON:0005350
simple lobule of cerebellum [h vi and vi]	UBERON:0005350
spinoocerebellum	UBERON:0014643
superficial feature part of the cerebellum	UBERON:0024046
superior semilunar lobule of cerebellum	UBERON:0005976
uvula of cerebellum	UBERON:0004078
uvula of vermis of cerebellum	UBERON:0004078
vallecula of cerebellum	UBERON:0013166
valvula cerebellum	UBERON:2000603
vein of cerebellum	UBERON:0001668
vermal parts of the cerebellum	UBERON:0004720
vermis of anterior lobe of cerebellum	UBERON:0003941
vermis of cerebellum	UBERON:0004720
vermis of cerebellum [I-X]	UBERON:0004720
vermis of posterior lobe of cerebellum	UBERON:0004009
vermis of the anterior lobe of the cerebellum	UBERON:0003941
vermis of the flocculonodular lobe of the cerebellum	UBERON:0024037
vermis of the posterior lobe of the cerebellum	UBERON:0004009
central nervous system white matter layer	UBERON:0016549
cervical spinal cord white matter	UBERON:0014614
diencephalic white matter	UBERON:0003931
frontal lobe white matter	UBERON:0016528
lumbar spinal cord white matter	UBERON:0026386
mesencephalic white matter	UBERON:0016554
obsolete brainstem white matter	UBERON:0003545
periventricular white matter	UBERON:0014932
pontine white matter tracts	UBERON:0019293
posterior parahippocampal white matter	UBERON:0022394
regional part of cerebellar white matter	UBERON:0025444
regional part of cerebral white matter	UBERON:0023044
regional part of cervical spinal cord white matter	UBERON:0025236
regional part of lumbar spinal cord white matter	UBERON:0024762
regional part of sacral spinal cord white matter	UBERON:0024621
regional part of thoracic spinal cord white matter	UBERON:0027007
sacral spinal cord white matter	UBERON:0026246
segment of cerebellar white matter	UBERON:0003035
spinal cord white matter	UBERON:0002318
spinal cord white matter of neuraxis	UBERON:0002318
telencephalic white matter	UBERON:0011299
thoracic spinal cord white matter	UBERON:0014637
central gray matter	UBERON:0002867
central nervous system gray matter layer	UBERON:0016548
cervical spinal cord gray matter	UBERON:0014613
dorsal gray matter of spinal cord	UBERON:0002256
lamina I of gray matter of spinal cord	UBERON:0006118
lamina II of gray matter of spinal cord	UBERON:0002181
lamina III of gray matter of spinal cord	UBERON:0016574
lamina IV of gray matter of spinal cord	UBERON:0016575
lamina IX of gray matter of spinal cord	UBERON:0016580
lamina V of gray matter of spinal cord	UBERON:0016576
lamina VI of gray matter of spinal cord	UBERON:0016577
lamina VII of gray matter of spinal cord	UBERON:0016578
lamina VIII of gray matter of spinal cord	UBERON:0016579
lamina X of gray matter of spinal cord	UBERON:0004677
lamina i of gray matter of spinal cord	UBERON:0006118
lamina of gray matter of spinal cord	UBERON:0016570
lateral gray matter of spinal cord	UBERON:0004676
lumbar spinal cord gray matter	UBERON:0029636
obsolete lamina II of gray matter of spinal cord	UBERON:0016573
periaqueductal gray matter	UBERON:0003040
periventricular gray matter	UBERON:0014933
regional part of cervical spinal cord gray matter	UBERON:0026271
regional part of lumbar spinal cord gray matter	UBERON:0028010
regional part of sacral spinal cord gray matter	UBERON:0027874
regional part of thoracic spinal cord gray matter	UBERON:0025473
sacral spinal cord gray matter	UBERON:0029503
spinal cord gray matter	UBERON:0002315
thoracic spinal cord gray matter	UBERON:0014636
ventral gray matter of spinal cord	UBERON:0002257
anterior median fissure of medulla oblongata	UBERON:0003989
basal plate medulla oblongata	UBERON:0005240
floor plate medulla oblongata	UBERON:0003311
floor plate of medulla oblongata	UBERON:0003311
floorplate of medulla oblongata	UBERON:0003311
interpeduncular nucleus medulla oblongata	UBERON:2000372
lateral reticular formation of the medulla oblongata	UBERON:0009775
medial funicular nucleus medulla oblongata	UBERON:2000389
medial longitudinal fasciculus of medulla oblongata	UBERON:0002750
medulla oblongata	UBERON:0001896
medulla oblongata anterior median fissure	UBERON:0003989
medulla oblongata basal plate	UBERON:0005240
medulla oblongata floor plate	UBERON:0003311
medulla oblongata floorplate	UBERON:0003311
medulla oblongata reticular formation	UBERON:0002559
medulla oblongata roof plate	UBERON:0003303
medulla oblongata roofplate	UBERON:0003303
medulla oblongata sulcus limitans	UBERON:0009576
obsolete future medulla oblongata	UBERON:0010288
predominantly gray part of medulla oblongata	UBERON:0023362
pyramid of medulla oblongata	UBERON:0005159
raphe of medulla oblongata	UBERON:0002692
reticular formation of medulla oblongata	UBERON:0002559
roof plate medulla oblongata	UBERON:0003303
roof plate of medulla oblongata	UBERON:0003303
roofplate of medulla oblongata	UBERON:0003303
secondary gustatory nucleus medulla oblongata	UBERON:2000278
segment of medulla oblongata	UBERON:0002678
superficial feature part of medulla oblongata	UBERON:0022997
ventral rhombencephalic commissure medulla oblongata	UBERON:2000985
olivary body	UBERON:0000128
arcuate nucleus	UBERON:0001932
arcuate nucleus of hypothalamus	UBERON:0001932
arcuate nucleus of hypothalamus of medulla	UBERON:0002865
arcuate nucleus of medulla	UBERON:0002865
arcuate nucleus of thalamus	UBERON:0002945
arcuate nucleus of the thalamus	UBERON:0002945
arcuate nucleus-1	UBERON:0002865
arcuate nucleus-2	UBERON:0001932
arcuate nucleus-2 of medulla	UBERON:0002865
arcuate nucleus-3	UBERON:0002945
medial arcuate nucleus	UBERON:0002865
medulla arcuate nucleus	UBERON:0002865
medulla arcuate nucleus of hypothalamus	UBERON:0002865
medulla arcuate nucleus-2	UBERON:0002865
parasolitary nucleus	UBERON:0002877
predominantly gray part of solitary nucleus	UBERON:0025033
regional part of solitary nucleus	UBERON:0022543
solitary nucleus	UBERON:0009050
solitary nucleus, left, meidal subnucleus	UBERON:0023390
solitary nucleus, medial subnucleus	UBERON:0023390
cuneate	UBERON:0002045
cuneate fascicle of spinal cord	UBERON:0005835
cuneate fasciculus	UBERON:0005832
cuneate fasciculus of medulla	UBERON:0002642
cuneate fasciculus of spinal cord	UBERON:0005835
cuneate lobule	UBERON:0006092
cuneate nucleus	UBERON:0002045
external cuneate nucleus	UBERON:0002864
lateral cuneate nucleus	UBERON:0002864
lateral pericuneate nucleus	UBERON:0002874
medial pericuneate nucleus	UBERON:0002875
precuneate lobule	UBERON:0006093
basal part of pons	UBERON:0002567
basal portion of pons	UBERON:0002567
base of pons	UBERON:0002567
basilar part of pons	UBERON:0002567
central gray of pons	UBERON:0002968
central gray substance of pons	UBERON:0002968
central tegmental tract of pons	UBERON:0002783
dorsal longitudinal fasciculus of pons	UBERON:0002793
dorsal pons	UBERON:0003023
dorsal portion of pons	UBERON:0003023
longitudinal fasciculus of the pons	UBERON:0002732
medial lemniscus of pons	UBERON:0002958
medial lemniscus of pons of varolius	UBERON:0002958
medial longitudinal fasciculus of pons	UBERON:0002794
medial longitudinal fasciculus of pons of varolius	UBERON:0002794
peripeduncular nucleus of pons	UBERON:0002144
pons	UBERON:0000988
pons Varolii	UBERON:0000988
pons medial lemniscus	UBERON:0002958
pons medial longitudinal fasciculus	UBERON:0002794
pons of Varolius	UBERON:0000988
pons of varolius medial lemniscus	UBERON:0002958
pons of varolius medial longitudinal fasciculus	UBERON:0002794
pons of varolius reticular formation	UBERON:0002573
pons of varolius spinothalamic tract	UBERON:0002798
pons of varolius spinothalamic tract of medulla	UBERON:0002798
pons proper	UBERON:0002567
pons reticular formation	UBERON:0002573
pons reticulospinal tract	UBERON:0004172
pons spinothalamic tract	UBERON:0002798
pons spinothalamic tract of medulla	UBERON:0002798
predominantly gray regional part of basal part of pons	UBERON:0025928
predominantly white regional part of basal part of pons	UBERON:0025778
raphe of pons	UBERON:0002047
regional part of basal part of pons	UBERON:0024285
regional part of pons	UBERON:0023636
reticular formation of pons	UBERON:0002573
reticular formation of pons of varolius	UBERON:0002573
reticulotegmental nucleus of pons	UBERON:0002147
spinal trigeminal tract of pons	UBERON:0002800
spinothalamic tract of medulla of pons	UBERON:0002798
spinothalamic tract of medulla of pons of varolius	UBERON:0002798
spinothalamic tract of pons	UBERON:0002798
spinothalamic tract of pons of varolius	UBERON:0002798
superficial feature part of pons	UBERON:0022740
superficial transverse fibers of pons	UBERON:0002735
superior cerebellar peduncle of pons	UBERON:0007709
tegmental portion of pons	UBERON:0003023
tegmentum of pons	UBERON:0003023
transverse fibers of pons	UBERON:0002735
ventral pons	UBERON:0002567
ventral portion of pons	UBERON:0002567
caudal pontine reticular nucleus	UBERON:0002963
lateral pontine bundle	UBERON:0003010
laterale pontine buendel	UBERON:0003010
longitudinal pontine fibers	UBERON:0002732
longitudinal pontine fibres	UBERON:0002732
longitudinal pontine tract	UBERON:0002732
oral pontine reticular nucleus	UBERON:0002999
peduncular pontine nucleus	UBERON:0002142
pedunculopontine nucleus	UBERON:0002142
pedunculopontine tegmental nucleus	UBERON:0002142
pontine central gray	UBERON:0002968
pontine cistern	UBERON:0004048
pontine crossing tract	UBERON:0022421
pontine flexure	UBERON:0005820
pontine gray	UBERON:0002151
pontine nuclear complex	UBERON:0002151
pontine nuclear group	UBERON:0002151
pontine nuclei	UBERON:0002151
pontine nucleus	UBERON:0002151
pontine raphe nucleus	UBERON:0002047
pontine reticular formation	UBERON:0002573
pontine reticular formation nucleus	UBERON:0007413
pontine reticular nucleus	UBERON:0002573
pontine reticular nucleus, caudal part	UBERON:0002963
pontine reticular nucleus, rostral part	UBERON:0002999
pontine tegmentum	UBERON:0003023
predominantly gray regional part of pontine reticular formation	UBERON:0027453
predominantly gray regional part of pontine tegmentum	UBERON:0025811
predominantly white regional part of pontine tegmentum	UBERON:0019293
regional part of pontine reticular formation	UBERON:0025827
regional part of pontine tegmentum	UBERON:0024161
supragenual nucleus of pontine tegmentum	UBERON:0022424
tectopontine fibers	UBERON:0002930
tectopontine fibres	UBERON:0002930
tectopontine tract	UBERON:0002930
tegmental reticular nucleus, pontine gray	UBERON:0002147
transverse pontine fibers	UBERON:0002735
transverse pontine fibres	UBERON:0002735
transverse pontine tract	UBERON:0002735
obsolete mesencephalic tegmentum	UBERON:2001354
periaqueductal gray of tegmentum	UBERON:0003040
predominantly gray regional part of midbrain tegmentum	UBERON:0022937
predominantly white regional part of midbrain tegmentum	UBERON:0022944
raphe nuclei of tegmentum of midbrain	UBERON:0007412
segment of midbrain tegmentum	UBERON:0002635
set of raphe nuclei of tegmentum of midbrain	UBERON:0007412
superior reticular formation tegmentum	UBERON:2000984
tegmentum	UBERON:0024151
tegmentum mesencephali	UBERON:0001943
tegmentum of midbrain	UBERON:0001943
tegmentum pontis	UBERON:0003023
lateral parabrachial nucleus	UBERON:0003007
medial parabrachial nucleus	UBERON:0002918
obsolete subparabrachial nucleus	UBERON:0016849
parabrachial nucleus	UBERON:0007634
parabrachial pigmental nucleus	UBERON:0013738
parabrachial pigmented nucleus	UBERON:0013738
subparabrachial nucleus	UBERON:0002869
chief inferior olivary nucleus	UBERON:0002158
chief superior olivary nucleus	UBERON:0002782
dorsal accessory inferior olivary nucleus	UBERON:0007249
dorsal accessory nucleus of inferior olivary complex	UBERON:0013608
dorsal accessory olivary nucleus	UBERON:0007249
dorsal periolivary nucleus	UBERON:0022437
hilum of inferior olivary complex	UBERON:0008333
hilum of inferior olivary nucleus	UBERON:0008333
inferior olivary commissure	UBERON:0015250
inferior olivary complex	UBERON:0002127
inferior olivary complex segment	UBERON:0002574
inferior olivary complex, dorsal accessory olive	UBERON:0007249
inferior olivary complex, medial accessory olive	UBERON:0002159
inferior olivary complex, principal olive	UBERON:0002158
inferior olivary hilum	UBERON:0008333
inferior olivary nuclear complex	UBERON:0002127
inferior olivary nucleus	UBERON:0007244
lateral periolivary nucleus	UBERON:0016637
lateral superior olivary nucleus	UBERON:0002779
main olivary nucleus	UBERON:0002158
main superior olivary nucleus	UBERON:0002782
medial accessory inferior olivary nucleus	UBERON:0002159
medial accessory nucleus of inferior olivary complex	UBERON:0013609
medial accessory olivary nucleus	UBERON:0002159
medial superior olivary nucleus	UBERON:0002782
olivary nucleus of superior colliculus	UBERON:0002565
olivary pretectal nucleus	UBERON:0002565
peri-olivary nuclei	UBERON:0002971
peri-olivary nucleus	UBERON:0002971
periolivary nucleus	UBERON:0002971
posterior accessory olivary nucleus	UBERON:0007249
predominantly gray regional part of superior olivary complex	UBERON:0027748
predominantly white regional part of superior olivary complex	UBERON:0027755
preolivary nuclei	UBERON:0002976
preolivary nucleus	UBERON:0002976
pretectal olivary nucleus	UBERON:0002565
principal inferior olivary nucleus	UBERON:0002158
principal olivary nucleus	UBERON:0002158
principal superior olivary nucleus	UBERON:0002782
regional part of superior olivary complex	UBERON:0025828
retro-olivary cell group	UBERON:0035930
retro-olivary nucleus	UBERON:0035930
segment of inferior olivary complex	UBERON:0002574
spino-olivary tract	UBERON:0002719
superior olivary complex	UBERON:0002128
superior olivary complex nucleus	UBERON:0007247
superior olivary nuclei	UBERON:0002128
superior olivary nucleus, lateral part	UBERON:0002779
superior olivary nucleus, medial part	UBERON:0002782
ventral accessory nucleus of inferior olivary complex	UBERON:0013610
chief nucleus of superior olive	UBERON:0002782
convoluted olive	UBERON:0002158
dorsal accessory olive	UBERON:0007249
inferior olive	UBERON:0002127
inferior olive amiculum	UBERON:0035938
inferior olive beta subnucleus	UBERON:0035019
inferior olive dorsal accessory nucleus	UBERON:0013608
inferior olive hilum	UBERON:0008333
inferior olive medial accessory nucleus	UBERON:0013609
inferior olive medial nucleus	UBERON:0002159
inferior olive principal nucleus	UBERON:0002158
inferior olive ventral accessory nucleus	UBERON:0013610
inferior olive, beta nucleus	UBERON:0035019
inferior olive, dorsal nucleus	UBERON:0007249
inferior olive, medial nucleus	UBERON:0002159
inferior olive, principal nucleus	UBERON:0002158
lateral superior olive	UBERON:0002779
medial accessory olive	UBERON:0014287
medial superior olive	UBERON:0002782
olive body	UBERON:0000128
predominantly gray regional part of superior olive	UBERON:0029396
primary superior olive	UBERON:0022434
principal nucleus of inferior olive	UBERON:0002158
principal olive	UBERON:0002158
regional part of superior olive	UBERON:0027760
rostral portion of the medial accessory olive	UBERON:0024043
superior olive lateral part	UBERON:0002779
superior olive medial part	UBERON:0002782
anterior peduncle	UBERON:0022237
anterior thalamic peduncle	UBERON:0022237
caudal peduncle	UBERON:2000178
centroparietal peduncle	UBERON:0022241
centroparietal thalamic peduncle	UBERON:0022241
decussation of superior cerebellar peduncle	UBERON:0002588
decussation of superior cerebellar peduncles	UBERON:0002588
diencephalon peduncle	UBERON:0022235
frontal peduncle	UBERON:0022237
frontal thalamic peduncle	UBERON:0022237
iliac peduncle	UBERON:4200087
iliac peduncle of the pubis	UBERON:4200088
inferior cerebellar peduncle	UBERON:0002163
inferior peduncle	UBERON:0022242
inferior thalamic peduncle	UBERON:0022242
ischial peduncle	UBERON:4100004
mammillary peduncle	UBERON:0002720
middle cerebellar peduncle	UBERON:0002152
middle thalamic peduncle	UBERON:0022241
occipital peduncle	UBERON:0022243
occipital thalamic peduncle	UBERON:0022243
peduncle of diencephalon	UBERON:0022235
peduncle of inferior colliculus	UBERON:0003025
peduncle of mammillary body	UBERON:0002720
peduncle of midbrain	UBERON:0002623
peduncle of neuraxis	UBERON:0007417
peduncle of thalamus	UBERON:0022236
posterior peduncle	UBERON:0022243
posterior thalamic peduncle	UBERON:0022243
predominantly white regional part of cerebral peduncle	UBERON:0024329
pubic peduncle	UBERON:4200118
regional part of cerebral peduncle	UBERON:0022681
rostral peduncle of thalamus	UBERON:0022237
superficial feature part of cerebral peduncle	UBERON:0026106
superior cerebellar peduncle	UBERON:0002150
superior cerebellar peduncle decussation	UBERON:0002588
superior cerebellar peduncle of midbrain	UBERON:0007707
superior peduncle	UBERON:0022241
superior thalamic peduncle	UBERON:0022241
temporal peduncle	UBERON:0022242
temporal thalamic peduncle	UBERON:0022242
thalamic peduncle	UBERON:0022236
ventral peduncle of lateral forebrain bundle	UBERON:0009641
dentate area (dentate gyrus)	UBERON:0001885
dentate cerebellar nucleus	UBERON:0002132
dentate fissure	UBERON:0002899
dentate gyrus	UBERON:0001885
dentate gyrus cell layer	UBERON:0002304
dentate gyrus granule cell layer	UBERON:0005381
dentate gyrus granule cell layer inner blade	UBERON:0022348
dentate gyrus granule cell layer outer blade	UBERON:0022349
dentate gyrus hilus	UBERON:0002136
dentate gyrus layer	UBERON:0002304
dentate gyrus molecular layer	UBERON:0004679
dentate gyrus molecular layer inner	UBERON:0022347
dentate gyrus molecular layer middle	UBERON:0022346
dentate gyrus of hippocampal formation	UBERON:0001885
dentate gyrus polymorphic layer	UBERON:0002928
dentate gyrus pyramidal layer	UBERON:0002929
dentate gyrus subgranular zone	UBERON:0009952
dentate nuclear amiculum	UBERON:0002568
dentate nuclear hilum	UBERON:0002744
dentate nucleus	UBERON:0002132
granular layer of dentate gyrus	UBERON:0005381
hilum of dentate nucleus	UBERON:0002744
hilus of dentate gyrus	UBERON:0002136
layer of dentate gyrus	UBERON:0002304
paleodentate of dentate nucleus	UBERON:0006743
paleodentate part of dentate nucleus	UBERON:0006743
paleodentate portion of dentate nucleus	UBERON:0006743
predominantly gray regional part of dentate gyrus	UBERON:0027563
predominantly gray regional part of dentate nucleus	UBERON:0027417
regional part of dentate gyrus	UBERON:0025897
regional part of dentate nucleus	UBERON:0025930
subgranular zone of dentate gyrus	UBERON:0009952
central pretectum	UBERON:2000183
